series_description,frequency,cleaned_series_names,comment,,,,Index
4D_flow_aorta_VENC_2m_sec,1,,,,,,
sBTFE_RV2CH,1,,,,,,
tse_11_db_t1_iPAT-SA_IMA_10,1,,,,,,
REC_QF_300AP,1,,,,,,
CINE_segmented_FLOW,1,,,,,,
cine_retro-triggered_3CH,1,3CH,,,,,
MIP_MOVIE,1,,,,,,
DE_EX_User1_PSIR,1,LGE_SAX,,,,,
WIP_FIRST_PASS_6SL_SENSE,1,,,,,,
BTFE-LA-2,1,,,,,,
REC_3D_ANGIO,1,,,,,,
s3D_PSIR-3CH_SENSE,1,LGE_3CH,,,,,
angio_fl3d_sag_p3_post,1,,,,,,
tfi_single-shot_(3CHV)_230,1,,,,,,
tirm_15__4_CH,1,,,,,,
TRUFI_2chv_CINE,1,,,,,,
DE_overview_3Ch_SAX_PSIR,1,LGE_SAX_LAX,,,,,
tfl2d_25_t1_DHE(BREATH-HELD)-3chv,1,,,,,,
Funct_2_Chamber,1,,,,,,
tfi_single-shot_14_slices_sa_400,1,,,,,,
tf2d15_retro_iPAT_4_kmr,1,,,,,,
fl4_100-flow-MV,1,,,,,,
Trufi_Cine_B5_SAX_b5,1,,,,,,
DE_overview_LE_LAX_4Ch_2Ch_3Ch_PSIR,1,LGE_SAX,,,,,
pre_MOLLI_5(3)3_256_MOCO_PSIR,1,,,,,,
aortaboog,1,,,,,,
tfi65_psir_4sl-2bh-4ch_met_sat_slab_MAG,1,LGE_4CH,,,,,
T1_TSE_256_12s_SA_ima_8,1,,,,,,
tf2d15_retro_iPAT-3CH_IN-PLANE,1,,,,,,
FS_T2TSE_LAX_3Ch,1,,,,,,
tf2d15_retro_iPAT-2chv-50p,1,,,,,,
T2_TSE_FS_256_12s_2CH,1,,,,,,
ARVD_______Qflow_TRICUS,1,,,,,,
CINE_segmented_VF_SAX_b4,1,,,,,,
FLASH_aow_CINE,1,,,,,,
dynamic_rest_4ch_MOCO_NORM_FILT,1,,,,,,
fl4_250-flow-AORTA_P,1,,,,,,
tfi_single-shot_14_slices_4_ch__230,1,,,,,,
DE_overview_TI_400_SAX_2Ch_4Ch_3Ch_MAG,1,LGE_SAX_LAX,,,,,
T1_TSE_256_12s_SA_Ima_9,1,,,,,,
fl4_250_aorta_P,1,,,,,,
tfi_single-shot_doorademen_SA_TI_330,1,,,,,,
Funct_2_chamber,1,,,,,,
sSlice_9,1,,,,,,
sBTFE__2k_li_2,1,,,,,,
Funct_2_CH_Fiesta,1,,,,,,
SA_2_functie,1,,,,,,
Trufi_Cineprospectief_SAX_b6,1,,,,,,
lange_as_parallel_aan_AMVL_75%,1,,,,,,
MPR_AX,1,,,,,,
SA_2_LE_PSIR,1,LGE_SAX,,,,,
trufi_15sl_SAG_OBL,1,,X,,,,
tfi_single-shot_(SA)_220,1,,,,,,
4CH_functie,1,,,,,,
DB_Haste_LAX_2Ch_3Ch_4Ch,1,,,,,,
tfi_single-shot_(MET_'SCAN')_3ch_280,1,,,,,,
LE_2CH_STACK_2Ch_MAG,1,LGE_2CH,,,,,
fl4_100_sup-BAFFLE-LR_P,1,,,,,,
sDyn_slice_1,1,,,,,,
2chamber_axis_delayed_ecg_exp_PSIR,1,LGE_2CH,,,,,
sSlice_11,1,,,,,,
DE_high-res_R2CH_RV2Ch_MAG,1,LGE_RV,,,,,
lge_seg_lax_3Ch_4Ch_2Ch_PSIR,1,LGE_LAX,,,,,
SA_12_LE_PSIR,1,LGE_SAX,,,,,
T1W_BB_5_MM,1,,,,,,
post_MOLLI_4(1)3(1)2_256_BASE,1,,,,,,
CINE_realtime_SAX_b7,1,,,,,,
tf2d_rt_1slice_NonTrig_4chv,1,,,,,,
tf2d_rt_1slice_NonTrig_2CH,1,,,,,,
Trufi_Cine_SAX_b16,1,,,,,,
"single_shot_TI_-korte_as,_doorademen_MAG",1,LGE_SAX,,,,,
cine_tf2d13_TPAT2_2,1,,,,,,
DE_High-Res_SAX_b3_MAG,1,LGE_SAX,,,,,
sBTFE__L3CH,1,,,,,,
tfl2d_25_t1_DHE(BREATH-HELD)-4chv,1,,,,,,
Asset_cal,1,,,,,,
DE_High-Res_User2_MAG,1,LGE_SAX,,,,,
EF67%,1,,,,,,
T1_TSE_256_12s_2CH,1,,,,,,
3D_ANGIO_AP,1,,,,,,
MRCP_T2-64-BH,1,,,,,,
fl4_100_sup-BAFFLE,1,,,,,,
SCOUT_SA,1,,,,,,
ph2_SUB_TRICKS_MRA_ASSET_3CC_start_scan_after_3sec,1,,,,,,
tfi_single-shot_(SA)_doorademen_250,1,,,,,,
4CH_2D_MDE,1,,,,,,
post_MOLLI_4(1)3(1)2_256_MID_MOCO_SPSIR,1,,,,,,
LE_SSH_3CH,1,,,,,,
post_MOLLI_4(1)3(1)2_256_APEX_MOCO_PSIR,1,,,,,,
T1_BB_cor_8mm_test_SENSE,1,,,,,,
EF_22%,1,,,,,,
DE_high-res_SAX_PSIR,1,LGE_SAX,,,,,
FLASH_SA_CHV_CINE,1,,,,,,
pre_MOLLI_5(3)3_256,1,,,,,,
T2_3pt_TRUFI_192i_MID_MOCO_T2,1,,,,,,
RVOT_cor_cine_ecg_exp_tfi,1,,,,,,
tf2d15_cine_aorta,1,,,,,,
cine_4_kmr_cardio_pro,1,,,,,,
tfi65_psir_4sl-2bh-4ch_met_sat_slab_PSIR,1,LGE_4CH,,,,,
HEBE_______cine_4k,1,,,,,,
DE_high-res_R2CH_RV2Ch_PSIR,1,LGE_RV,,,,,
DE_High-Res_TI_400_User2_PSIR,1,LGE_SAX,,,,,
FALLOT_PROTQFLOWjet_200,1,,,,,,
T2*Map_SAXs_T2STAR,1,,,,,,
trufi_loc._vert.lange_as,1,,,,,,
___________Q_FLOW_PA,1,,,,,,
tirm_db_t2_NS,1,,X,,,,
T1Map_na_3_min_SAXs,1,,,,,,
DYN_sTFE_3sl_SENSE,1,,,,,,
"CINE_segmented,R2CH,__LVOT",1,,,,,,
SA_12_functie,1,,,,,,
t1_db__4-kamer-1_trig2,1,,,,,,
"Gre_Cine_LAX_BW_1000_TE_4,76_4Ch",1,,,,,,
sBTFE-BH_2KRE,1,,,,,,
DE_high-res_tfl20_psir_seg_SAX_MAG,1,LGE_SAX,,,,,
4CH_axis_delayed_PSIR,1,LGE_4CH,,,,,
TRUFI_pulm,1,,,,,,
fl4_350_flow-pulm-a,1,,,,,,
cine_segmented_sax_b11,1,SAX,,,,,
AMC_HART___BTFE_3CH,1,,,,,,
tfl2d_25_t1_DHE(BREATH-HELD)-la_2ch,1,,,,,,
T2_3pt_3recovHB_gre_korte_as_MOCO_T2,1,,,,,,
Synthetic_LE_12_min_post_MOCO_T1,1,,,,,,
T2map_3pt_TRUFI_192i_MOCO,1,,,,,,
ARVD_______SAG_PD_BB,1,,,,,,
lange_as_dwars_op_klepbladen_30%,1,,,,,,
VWIP_3D_ANGIO_CLEAR,1,,,,,,
DE_high-res_tfl20_psir_seg_4_PSIR,1,LGE_SAX,,,,,
T2_3pt_3recovHB_gre_4kamer_MOCO_T2,1,,,,,,
post_MOLLI_4(1)3(1)2_256_MID_MOCO_SMAGIR,1,,,,,,
pre_MOLLI_5(3)3_256_MOCO_ERR,1,,,,,,
tfi_single-shot_(4CHV)_doorademen_300,1,,,,,,
hart-Groenink_SCOUT_COR_TU,1,,,,,,
fl4_200_ip_retro_bh_iPAT@c,1,,X,,,,
ME_2CH_DE_150,1,LGE_2CH,,,,,
post_MOLLI_4(1)3(1)2_256_APEX,1,,,,,,
t1_db__4-kamer+2-trig2,1,,,,,,
Cine_KORTE_AS_APEX,1,,,,,,
DE_seg_high-res_LAX_4Ch_2Ch_3Ch_PSIR,1,LGE_LAX,,,,,
fl4_250-flow-AORTA,1,,,,,,
ph3_SUB_TRICKS_MRA_ASSET_3CC_start_scan_after_3sec,1,,,,,,
DE_High-Res_LAX_TI=400_3Ch_4Ch_2Ch_PSIR,1,LGE_LAX,,,,,
BBTSE-cor,1,,,,,,
TI_SCOUT_4CHV_3min,1,,,,,,
tfi_single-shot_(MET_'SCAN')_14_slices_DOORADEMEN_3chv,1,,,,,,
Trufi_Cine_2Ch,1,,,,,,
eF_45%,1,,,,,,
4ch,1,,,,,,
fl4_150_aorta_P,1,,,,,,
post_MOLLI_4(1)3(1)2_256_APEX_MOCO_T1,1,,,,,,
Funct_Axiaal,1,,,,,,
T2__SPAIR_4CH_bore,1,,,,,,
tse_11_db_t1_iPAT-SA-ima5,1,,,,,,
CINE_segmented_VF_SAX_b1,1,,,,,,
LE_SSH_L2CH,1,,,,,,
IR_TFE_LL_1_beat_CLEAR,1,,,,,,
haste_16-sl_tra_db_2bh,1,,,,,,
CINE_segmented_VF_SAX_b2,1,,,,,,
SAX_Double_IR__T1__FS,1,,,,,,
tfi_single-shot_(MET_'SCAN')__2ch_230,1,,,,,,
Pulm.valve_venc_200,1,,,,,,
tf2d15_cine_2CHRV,1,,,,,,
lge_ss_sax_SAX_MAG,1,LGE_SAX,,,,,
post_MOLLI_4(1)3(1)2_256_BASE_MOCO_T1S,1,,,,,,
tfi_single-shot_4CH_ti400_PSIR,1,LGE_4CH,,,,,
bTFE_2-kamer,1,,,,,,
T1_TSE_256_12s_SA_ima_4,1,,,,,,
MPR_SAG_1,1,,,,,,
QFLOW_PA_INPLANE_1O0,1,,,,,,
T2Prep_2D_1Slice_BH_192-60_T2_NORM,1,,X,,,,
DE_overview_sax_SAX_PSIR,1,LGE_SAX,,,,,
tfi_single-shot__3ch,1,,,,,,
QF_Pulm250,1,,,,,,
Dynamic_Perfusie_stress_doorademen_SAX_b2s_MOCO,1,,,,,,
BTFE-SA1,1,,,,,,
MAG_4ch_PS_MDE,1,LGE_4CH,,,,,
tf2d15_retro_iPAT-2ch,1,,,,,,
Trufi_Cineprospectief_SAX_b9,1,,,,,,
tfi_single-shot_doorademen_sa,1,,,,,,
APPR._4CH_FIESTA,1,,,,,,
tfi_single-shot_14_slices_sa_330,1,,,,,,
2CH_axis_delayed_MAG,1,LGE_2CH,,,,,
tfi_single-shot_(SA)_230,1,,,,,,
tfi_single-shot_4ch_BH_PSIR,1,LGE_4CH,,,,,
Perfusion__VIAB_BH_225,1,,,,,,
tf2d_rt_1slice_NonTrig_sa,1,,,,,,
T2Prep_2D_1Slice_8Meas_iPAT_T2_NORM_Avg,1,,X,,,,
EARLY_2min,1,,,,,,
tse_17_db_t2_iPAT_SA_spair_1sl,1,,,,,,
sSlice_6,1,,,,,,
2CH_LV_CLEA,1,,,,,,
DE_overview_SAX_4Ch_MAG,1,LGE_SAX_LAX,,,,,
fl4_200-flow-inplane-3ch_P,1,,,,,,
T2_3pt_TRUFI_192i_MID,1,,,,,,
4ch_Cine_FIESTA,1,,,,,,
DE_overview_3Ch_SAX_MAG,1,LGE_SAX_LAX,,,,,
LE_PSIR_LV_+_RV,1,,,,,,
Ax_2D_FIESTA,1,,,,,,
CINE_realtime_SAX_b9,1,,,,,,
tfl20_t1_psir_segmented_3_PSIR,1,LGE_SAX,,,,,
tf2d15_cine_r2ch,1,,,,,,
AXIAL_IR_T1,1,,,,,,
EF_21%,1,,,,,,
tfi_single-shot_(4CHV)_240,1,,,,,,
LE_Kortademig_*_SAX_MAG,1,LGE_SAX,,,,,
fl4_retro_tp_bh_VENC_150,1,,,,,,
fl4_100_flow_mitr,1,,,,,,
SAG_LOC,1,,,,,,
B-TFE_VLA_CLEAR,1,,,,,,
tfl_psir_4C_600TI_MAG,1,,,,,,
CINE_IR_(2R-R)_4min,1,,,,,,
ejectiefractie_34%,1,,,,,,
FALLOT_PROTQFLOW_jet400,1,,,,,,
trufi_3ch,1,,,,,,
tse_20_db_t2_iPAT_blade_pace_spair,1,,,,,,
SA_14_LE_MAG,1,LGE_SAX,,,,,
TRUFI_PSIR_3CH_MAG,1,LGE_3CH,,,,,
T2Map_2Ch_MOCO,1,,,,,,
tf2d16_radial_hr-pmitral,1,,,,,,
angio_fl3d_sag_p3_pre,1,,,,,,
Synthetic_LE_12_min_post_MOCO_SPSIR,1,,,,,,
tfi_single-shot_(4CHV)_doorademen_400,1,,,,,,
DYN_BTFE,1,,,,,,
tfl20_t1_late_enh_2-kamer_TI_600_PSIR,1,LGE_2CH,,,,,
TRUFI_PSIR_4CH_PSIR,1,,,,,,
PS_4ch_PS_MDE,1,,,,,,
sSlice_14,1,,,,,,
haste__tra_db_2bh_iPAT-tra_TR500,1,,,,,,
flow_300_tp_retro_bh_ePAT@c,1,,,,,,
Cholangiography_t2_fs_tse2,1,,,,,,
DE_high-res_tfl20_psir_seg_SAX_PSIR,1,LGE_SAX,,,,,
DE_overview_SAX_4Ch_PSIR,1,LGE_SAX_LAX,,,,,
tfi_single-shot_14_slices_4_ch__270,1,,,,,,
lge_seg_4_lax_MAG,1,LGE_LAX,,,,,
mra_aorta__2D_bolustrak,1,,,,,,
QF_tric,1,,,,,,
tfl2d_25_t1_DHE_(BH)_4ch,1,,,,,,
tfl2d_25_t1_2cycles-4ch,1,,,,,,
TRUFI_RVOT,1,,,,,,
T2_3pt_TRUFI_192i_4CH_MOCO_T2,1,,,,,,
HEBE_______VIABILITY450,1,,,,,,
___________3D_ANGIO_AP,1,,,,,,
sQFLOW_aorta3,1,,,,,,
SA_5_LE_PSIR,1,LGE_SAX,,,,,
tfl20_t1_late_enh_2-kamer_10_MIN_MAG,1,LGE_2CH,,,,,
loc_short-axis,1,,X,,,,
SCOUT,1,,,,,,
DE_high-res_tfl20_psir_seg_3_MAG,1,LGE_SAX,,,,,
Short_Ax_Base,1,,,,,,
QF_AO-DIAFRAGMA,1,,,,,,
4C_SENSE,1,,,,,,
Trufi_Cine_4CH_4Ch,1,,,,,,
MR_Echo,1,,,,,,
DE_High-Res_LAX_4ch_4Ch_PSIR,1,LGE_LAX,,,,,
tf2d15_retro_iPAT-4chv-50p,1,,,,,,
T1_DB_LAX_3Ch_4Ch_2Ch,1,,,,,,
FFE_GRID,1,,,,,,
T1_map_blanco,1,,,,,,
ph1_SUB_TRICKS_MRA_ASSET_3CC_start_scan_after_3sec,1,,,,,,
Gre_Cine_SAX,1,,,,,,
ejectiefractie_25%,1,,,,,,
T2_3pt_TRUFI_192i_MID_MOCO,1,,,,,,
pre_MOLLI_5(3)3_256_APEX_MOCO_T1,1,,,,,,
pre_MOLLI_5(3)3_256_MID,1,,,,,,
sBTFE-BH_3K,1,,,,,,
lge_seg_lax_3Ch_4Ch_2Ch_MAG,1,LGE_LAX,,,,,
angio_fl3d_cor_p3_pre,1,,,,,,
2_chamber_cine,1,,,,,,
Gre_Cine_SAX_b14,1,SAX,,,,,
pre_MOLLI_5(3)3_256_APEX_MOCO_PSIR,1,,,,,,
tfi_single-shot_4,1,,,,,,
DE_High-Res_SAX_b7_MAG,1,LGE_SAX,,,,,
QF_AO-300,1,,,,,,
thorax_cor_tra,1,,,,,,
Trufi_Cine_LAX_User1,1,,,,,,
T1W_TSE_BB,1,,,,,,
cine_4_kamer,1,,,,,,
HEBE_______VIAB200,1,,,,,,
Trufi_Cine_Realtime_SAX_b1,1,,,,,,
AX_RECON,1,,,,,,
pulm,1,,,,,,
angio_fl3d_cor_p3_post_arterial_SUB_MIP_COR,1,,,,,,
flow_150_tp_retro_bh_ePAT@c_MAG,1,,,,,,
lge_seg_4_lax_PSIR,1,LGE_LAX,,,,,
CINE_IR_(2R-R)_6min,1,,,,,,
t1_db_r2ch_trig2,1,,,,,,
Ax_WhiteBlood,1,,,,,,
trufi_loc_multi_iPAT2,1,,X,,,,
pre_T1_native_rest_MOCO_SPSIR,1,,,,,,
DE_High-Res_LAX_3ch_3Ch_MAG,1,LGE_3CH,,,,,
SA_1_LE_MAG,1,LGE_SAX,,,,,
SA_1_LE_PSIR,1,LGE_SAX,,,,,
TRUFI_2CHV_CINE_re,1,,,,,,
tf2d15_retro_iPAT-aowortel,1,,,,,,
fl4_100-flow-MV_P,1,,,,,,
fl2d7_retro_iPAT,1,,,,,,
pre_MOLLI_5(3)3_256_APEX_MOCO,1,,,,,,
tse_20_db_t2_iPAT_blade_pace_spair_tpuls_2,1,,,,,,
tfl15_t1_psir_seg_iPAT-2chv,1,LGE_SAX,,,,,
Trufi_Cine_LAX_2ch_2ChStack,1,,,,,,
post_MOLLI_4(1)3(1)2_256_APEX_MOCO_SMAGIR,1,,,,,,
LE_PSIR_4CH,1,LGE_4CH,,,,,
T2StarMap_8echo_heart,1,,,,,,
FALLOT_PROTAX_MSMP,1,,,,,,
tfi_single-shot_doorademen_SA_TI_360,1,,,,,,
LE_PSIR_L3CH,1,LGE_3CH,,,,,
Dynamic_Perfusie_stress_doorademen_SAX_b3s_MOCO,1,,,,,,
2D_Delayed_240,1,,,,,,
t2_tirm_tra_dark-fluid,1,,,,,,
Care_Bolus_triggeren_op_RVOT,1,,,,,,
Trufi_Cineprospectief_SAX_b4,1,,,,,,
DE_High-Res_2ch,1,LGE_SAX,,,,,
T2_TSE_FS_256_12s_SA_ima_5,1,,,,,,
tfl2d_25_t1_DHE4CH,1,,,,,,
4Ch_FIESTA_CINE,1,,,,,,
tfl25_t1_segmented_iPAT_4CH,1,,,,,,
T1+Gado_8mins,1,,,,,,
cine_retro-triggered_4CH,1,4CH,,,,,
fl4_150__P,1,,,,,,
flow_venc-scout_100-190tp_bh@c,1,,,,,,
2chamber_axis_delayed_ecg_exp_MAG,1,LGE_2CH,,,,,
fl4_150_flow_tricusp,1,,,,,,
T2__SPAIR_2CH_body,1,,,,,,
tfi_single-shot_(2CHV)_2Ch,1,,,,,,
TRUFI_SA_CINE_1sl,1,,,,,,
fl4_250-flow-ao-vsd,1,,,,,,
HEBE_______cine_sa,1,,,,,,
post_MOLLI_4(1)3(1)2_256_BASE_MOCO_PSIR,1,,,,,,
DE_High-Res_SAX_b8_SAX_b7_PSIR,1,LGE_SAX,,,,,
CINE_realtime_SAX_b4,1,,,,,,
fl2d7_retro_iPAT=4CH,1,,,,,,
dynamic_rest_sax_b3s_MOCO_NORM_FILT,1,,,,,,
DE_seg_high-res_LAX_2Ch_4Ch_3Ch_PSIR,1,LGE_LAX,,,,,
Aortic.valve_venc_250,1,,,,,,
tf2d_rt_3ch_NonTrig,1,,,,,,
tf2d15_retro_iPAT_2,1,,,,,,
3CH_LE_PSIR,1,LGE_3CH,,,,,
db_stir_la_p2,1,,,,,,
post_MOLLI_4(1)3(1)2_256_APEX_MOCO_T1S,1,,,,,,
OPT_axial_db_t2_fatsat_2,1,,,,,,
RT_RV_INFLOW,1,,,,,,
SA_11_LE_MAG,1,LGE_SAX,,,,,
tfl_sr_dyn_160_4sl_Perf_MAP_SLOPE,1,,,,,,
RV_OUT_Cine_FIESTA,1,,,,,,
lange_as_dwars_op_AMVL_75%,1,,,,,,
fl4_300_flow-pulm-a_P,1,,,,,,
SCOUT_4C,1,,,,,,
Trufi_Cine_B8_SAX_b8,1,,,,,,
DYN_sTFE_STRESS,1,,,,,,
4ch_Loc_Cine_FIESTA,1,,,,,,
LE_PSIR_LANGE_AS_2sl_NIEUW_PSIR,1,LGE_LAX,,,,,
T2_3pt_3recovHB_gre_4kamer,1,,,,,,
tfi_single-shot_(MET_'SCAN')_3ch_250,1,,,,,,
tfl2d_25_t1_2ch-FS,1,,,,,,
fl4_100-flow-TV,1,,,,,,
TFE_PULM_COR,1,,,,,,
T2_3pt_TRUFI_192i_APEX_MOCO,1,,,,,,
VIABIL._SA_5MIN_PI,1,,,,,,
T2_3pt_TRUFI_192i_APEX_MOCO_T2,1,,,,,,
DE_high-res_User1_MAG,1,LGE_SAX,,,,,
CINE_Kortademig_LAX*_2Ch,1,2CH,,,,,
___________2D_bolustra,1,,,,,,
t1_db__4-kamer+1trig2,1,,,,,,
flow_150_tp_retro_bh_ePAT@c_PULM_ART,1,,,,,,
tf2d_rt_1slice_NonTrig-4,1,,,,,,
MIP1,1,,,,,,
TRUFI_aow_cor-CINE,1,,,,,,
RV-STUDY-IGOR_TSE-T1-SAG,1,,,,,,
B-TFE_BH_4CHV,1,,,,,,
pre_MOLLI_5(3)3_256_BASE_MOCO_PSIR,1,,,,,,
tfi_single-shot_(4CHV)_270,1,,,,,,
HEBE_______VIAB250,1,,,,,,
TRUFI_CINE_2C,1,,,,,,
DE_High-Res_LAX_3ch_3ChStack_PSIR,1,LGE_3CH,,,,,
TFE_2CH,1,,,,,,
DE_overview_LE_4Ch_3Ch_SAX_2Ch_MAG,1,LGE_SAX_LAX,,,,,
sSlice_8,1,,,,,,
pre_MOLLI_5(3)3_256_BASE_MOCO,1,,,,,,
p4CH,1,,,,,,
TRUFI_PSIR_2CH_MAG,1,LGE_2CH,,,,,
flow_100_ip_retro_bh_ePAT@c_PULM_ART_MAG,1,,,,,,
Argus_-_20091204_12_12,1,,,,,,
tfi_single-shot_(MET_'SCAN')_sa_250,1,,,,,,
s3,1,,,,,,
IR_TFE_PA-SAG,1,,,,,,
CINE_segmented_VF_SAX_b6,1,,,,,,
QF_lpa-150,1,,,,,,
DYN_sBTFE_STRESS_SA+4CH_2B_TR,1,,,,,,
T1_map_15min_na_gado,1,,,,,,
tfl20_t1_late_enh_2-kamer_10_MIN_PSIR,1,,,,,,
tfi_single-shot_4CHV),1,,,,,,
DE_overview_LAX_2Ch_PSIR,1,LGE_LAX,,,,,
T1Map_ShortT1_2Ch_MOCO,1,,,,,,
DE_High-Res_User2_PSIR,1,LGE_SAX,,,,,
tfi_single-shot_(4CHV)__210__DOORADEMEN,1,,,,,,
HEBE_______VIAB400,1,,,,,,
cine_4_kmr_cardio,1,,,,,,
tfl2d_25_t1_DHE(BREATH-HELD)-ear_4ch,1,,,,,,
DE_overview_LE_SAX_2Ch_3Ch_4Ch_MAG,1,LGE_SAX_LAX,,,,,
SCOUT_CENTER,1,,,,,,
flow_200_Throug_Plane_AorticValve,1,,,,,,
LOCALISER,1,,,,,,
3CH_LE_MAG,1,,,,,,
tfi_single-shot_(sa_kamer)bh_MAG,1,,,,,,
SA_16_LE_PSIR,1,,,,,,
sBTFE_4CHgehele_hart,1,,,,,,
Triple_IR_T1_fat-sat,1,,,,,,
___________4CH_SSMP_CL,1,,,,,,
lge_2_cycles_3CH_PSIR,1,LGE_3CH,,,,,
dynamic_rest_sax_b2s_MOCO_NORM_FILT,1,,,,,,
TRUFI_PSIR_3CH_PSIR,1,,,,,,
tfi_single-shot_4ch_BH_MAG,1,,,,,,
T2_mapping,1,,,,,,
T1_SPIR_GD_BB,1,,,,,,
tf2d15_2CH_CINE,1,,,,,,
sBTFE_4CH_SENSE,1,,,,,,
cine_retro-triggered_2CH,1,2CH,,,,,
tfl25_t1_segmented_iPAT_2CH,1,,,,,,
tfi_single-shot_14_slices_3_ch_390,1,,,,,,
DE_overview_7-9_min_SAX_2Ch_4Ch_PSIR,1,LGE_SAX_LAX,,,,,
tfi_single-shot_(3CHV)_290,1,,,,,,
3Dnav-PSIR-HighRes2,1,,,,,,
CZ_VIAB_3CH,1,,,,,,
Define_na,1,,,,,,
trufi_la_RV,1,,,,,,
tfl2d_25_t1_DHE(BREATH-HELD)-la_3ch,1,,,,,,
pre_MOLLI_5(3)3_256_MOCO,1,,,,,,
flow_100_ip_retro_bh_ePAT@c_PULM_ART_P,1,,,,,,
3C_SENSE,1,,,,,,
tfl2d_25_t1_TI320,1,,,,,,
DE_overview_LAX_2Ch_MAG,1,LGE_LAX,,,,,
SA_10slices_stack,1,,,,,,
LONGVENEN,1,,,,,,
Trufi_Cine_apex_SAX_b12,1,,,,,,
CINE_realtime_SAX_b10,1,,,,,,
tf2d16_CINE-retro-4CV,1,,,,,,
Perfusion__VIAB_340_4CH,1,,,,,,
Trufi_Cine_Realtime_SAX_b11,1,,,,,,
cine_segmented_sax_b8,1,SAX,,,,,
Dynamic_Perfusie_stress_doorademen_SAX_b1s,1,,,,,,
TRUFI_3CHV-CINE_TRIGGER,1,,,,,,
IR-TFE-LL,1,,,,,,
sBTFE_2CH,1,,,,,,
T1Map_subset_SAXs,1,,,,,,
PS_2ch_PS_MDE,1,,,,,,
tfi_psir_single-shot_1slC_3_kmr_PSIR,1,,,,,,
fl4_100_sup-BAFFLE_P,1,,,,,,
T1Map_SAX_2_minuten_na_inloop_adenosine_MOCO_T1,1,,,,,,
t2_haste_tra_mbh_nieren_t_m_onderbuik,1,,,,,,
tfi_single-shot_(sa_kamer)bh_PSIR,1,,,,,,
ep2d_diff_3scan_trace_p2,1,,,,,,
CINE_realtime_SAX_b5,1,,,,,,
fl4_150_tp_retro_ao_iPAT@c,1,,,,,,
CINE_segmented_SAX_b3s,1,,,,,,
tfl20_t1_late_enh_korte_as_15_MIN_MAG,1,,,,,,
DYN_TFEPI,1,,,,,,
tfl20_t1_psir_seg_iPAT_DE_3cv_MAG,1,LGE_SAX,,,,,
SA_15_LE_PSIR,1,,,,,,
tfl2d_25_t1_DHE-bh_2ch,1,,,,,,
LEFT_3_CH_VIEW,1,,,,,,
T2_TSE_FS_256_12s_LA___3CH,1,,,,,,
Synthetic_LE_12_min_post_MOCO_T1S,1,,,,,,
tfl25_t1_psir_4ch_MAG,1,,,,,,
tfl20_t1_late_enh_korte_as_15_MIN_PSIR,1,,,,,,
fl4_100-flow-inplane-3ch_150,1,,,,,,
2CH_2D_MDE,1,,,,,,
Trufi_Cine_Realtime_SAX_b6,1,,,,,,
tf2d15_retro_iPAT_2_kmr,1,,,,,,
FLOW_venc300_through_plane_Pulm_Art,1,,,,,,
sDyn_slice_3,1,,,,,,
pre_MOLLI_5(3)3_256_MID_MOCO_T1,1,,,,,,
s2+3,1,,,,,,
3D_BTFE_WH,1,,,,,,
tfl20_t1_late_enh_2-kamer_TI_600_MAG,1,,,,,,
FLASH_IN_FASE_OUD_4CH,1,,,,,,
TEMP_SA_CLEAR,1,,,,,,
T2_TSE_FS_256_12s_LA___4CH,1,,,,,,
Perfusion__VIAB_BH_250,1,,,,,,
pre_MOLLI_5(3)3_256_BASE_MOCO_ERR,1,,,,,,
mDixon_XD_WH_nav_plan_op_dooradem_survey,1,,,,,,
BTFE_2CH_RT,1,,,,,,
de_heartze_high-res_lax_2ch_3ch_4ch_MOCO_AVG_PSIR,1,LGE_LAX,,,,,
pre_T1_native_rest_MOCO_PSIR,1,,,,,,
fl4_150_tp_retro_ao_iPAT@c_P,1,,,,,,
Trufi_Cine_Realtime_SAX_b3,1,,,,,,
FS_T2TSE_2ch_2Ch,1,,,,,,
DE_High-Res_SAX_b8_PSIR,1,LGE_SAX,,,,,
FIESTA-2chamber,1,,,,,,
post_MOLLI_4(1)3(1)2_256_MOCO_PSIR,1,,,,,,
post_MOLLI_4(1)3(1)2_256_MID_MOCO,1,,,,,,
ejectiefractie_42_%,1,,,,,,
Argus_-_20170324_18_46,1,,,,,,
tfl20_t1_psir_segmented_3_kmr_MAG,1,,,,,,
DIFF_b0_KORTE_AS,1,,,,,,
t2_haste_db_tra_resp-trig,1,,,,,,
EF_17%,1,,,,,,
CINE_segmented_VF_SAX_b9,1,,,,,,
tf2d16_CINE-retro-3CV,1,,,,,,
tfi_single-shot_14_slices_3ch_TI_210,1,,,,,,
DYN_sTFE_TEST,1,,,,,,
GRID_KORTE_AS_BASIS,1,,,,,,
ARVD_______VIABILITY275,1,,,,,,
TI_330ms_4Ch,1,,,,,,
Cor_FIESTA_non-gated,1,,,,,,
Trufi_Cine_LAX_4ch_4Ch,1,,,,,,
VIABIL._LA_5MIN_PI,1,,,,,,
pre_MOLLI_5(3)3_256_BASE,1,,,,,,
CINE_Kortademig_LAX*_4Ch,1,4CH,,,,,
Dynamic_Perfusie_stress_doorademen_SAX_b2s,1,,,,,,
LE_Kortademig_*_SAX_PSIR,1,LGE_SAX,,,,,
fl4_150-flow-AORTA_P,1,,,,,,
TRUFI_4,1,,,,,,
